t,agent_id,digit,x,y,z,brightness,role,model
0.5599999999999999,90,5,4.5163,0.5008,120.0,0.9333333333333332,follower,Classical-MPC
0.5599999999999999,91,5,4.6686,0.4999,120.0,0.9333333333333332,edge-relay,RL-PPO
0.5599999999999999,92,5,4.6714,0.1989,120.0,0.9333333333333332,safety-sentry,DL-CNN (vision)
0.5599999999999999,93,5,4.6708,0.3189,120.0,0.9333333333333332,leader,RL-SAC
0.5599999999999999,94,5,4.6709,0.4395,120.0,0.9333333333333332,edge-relay,DL-CNN (vision)
0.5599999999999999,95,5,3.8673,0.0814,120.0,0.9333333333333332,follower,RL-SAC
0.5599999999999999,96,5,4.021,0.0796,120.0,0.9333333333333332,follower,DL-Transformer (coord)
0.5599999999999999,97,5,4.1739,0.0797,120.0,0.9333333333333332,edge-relay,Classical-MPC
0.5599999999999999,98,5,4.327,0.0805,120.0,0.9333333333333332,follower,DL-CNN (vision)
0.5599999999999999,99,5,4.4793,0.079,120.0,0.9333333333333332,follower,DL-Transformer (coord)
0.5599999999999999,100,5,4.6686,0.0799,120.0,0.9333333333333332,follower,DL-Transformer (coord)
0.6,1,2,0.0813,0.9187,120.0,0.9999999999999999,leader,RL-PPO
0.6,2,2,0.2315,0.9204,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,3,2,0.3866,0.921,120.0,0.9999999999999999,follower,Classical-MPC
0.6,4,2,0.5369,0.92,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,5,2,0.6921,0.9208,120.0,0.9999999999999999,safety-sentry,DL-Transformer (coord)
0.6,6,2,0.8447,0.9201,120.0,0.9999999999999999,follower,IL-BC (behavior cloning)
0.6,7,2,0.9213,0.5266,120.0,0.9999999999999999,follower,Classical-MPC
0.6,8,2,0.92,0.6404,120.0,0.9999999999999999,leader,IL-BC (behavior cloning)
0.6,9,2,0.9208,0.7786,120.0,0.9999999999999999,follower,RL-PPO
0.6,10,2,0.9189,0.8922,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,11,2,0.1551,0.4989,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,12,2,0.3079,0.4986,120.0,0.9999999999999999,edge-relay,RL-PPO
0.6,13,2,0.4626,0.4986,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,14,2,0.6135,0.5002,120.0,0.9999999999999999,leader,DL-Transformer (coord)
0.6,15,2,0.7664,0.5005,120.0,0.9999999999999999,follower,Classical-MPC
0.6,16,2,0.9187,0.4996,120.0,0.9999999999999999,safety-sentry,Classical-MPC
0.6,17,2,0.0788,0.2004,120.0,0.9999999999999999,follower,RL-PPO
0.6,18,2,0.0811,0.321,120.0,0.9999999999999999,follower,RL-SAC
0.6,19,2,0.0787,0.44,120.0,0.9999999999999999,safety-sentry,DL-Transformer (coord)
0.6,20,2,0.1195,0.0786,120.0,0.9999999999999999,leader,RL-PPO
0.6,21,2,0.2709,0.0804,120.0,0.9999999999999999,follower,RL-SAC
0.6,22,2,0.423,0.0813,120.0,0.9999999999999999,safety-sentry,DL-Transformer (coord)
0.6,23,2,0.5778,0.0807,120.0,0.9999999999999999,follower,RL-PPO
0.6,24,2,0.7304,0.0802,120.0,0.9999999999999999,follower,IL-BC (behavior cloning)
0.6,25,2,0.9187,0.0796,120.0,0.9999999999999999,safety-sentry,Classical-MPC
0.6,26,0,1.3309,0.9202,120.0,0.9999999999999999,follower,RL-PPO
0.6,27,0,1.4976,0.9209,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,28,0,1.6666,0.919,120.0,0.9999999999999999,follower,IL-BC (behavior cloning)
0.6,29,0,1.8331,0.9208,120.0,0.9999999999999999,follower,Classical-MPC
0.6,30,0,2.0029,0.9191,120.0,0.9999999999999999,follower,RL-SAC
0.6,31,0,2.1691000000000003,0.9204,120.0,0.9999999999999999,follower,RL-PPO
0.6,32,0,2.1709,0.5888,120.0,0.9999999999999999,follower,Classical-MPC
0.6,33,0,2.1711,0.7114,120.0,0.9999999999999999,follower,Classical-MPC
0.6,34,0,2.1691000000000003,0.8608,120.0,0.9999999999999999,follower,RL-SAC
0.6,35,0,2.1692,0.1118,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,36,0,2.1708,0.2419,120.0,0.9999999999999999,edge-relay,IL-BC (behavior cloning)
0.6,37,0,2.1711,0.3698,120.0,0.9999999999999999,follower,Classical-MPC
0.6,38,0,2.1687,0.4997,120.0,0.9999999999999999,follower,RL-PPO
0.6,39,0,1.4569,0.0788,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,40,0,1.6251,0.0814,120.0,0.9999999999999999,follower,Classical-MPC
0.6,41,0,1.7917,0.0788,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,42,0,2.0029,0.0791,120.0,0.9999999999999999,follower,RL-PPO
0.6,43,0,2.1691000000000003,0.0804,120.0,0.9999999999999999,follower,RL-PPO
0.6,44,0,1.3309,0.1757,120.0,0.9999999999999999,follower,RL-SAC
0.6,45,0,1.3311,0.3076,120.0,0.9999999999999999,follower,Classical-MPC
0.6,46,0,1.3296999999999999,0.4342,120.0,0.9999999999999999,follower,RL-PPO
0.6,47,0,1.3292,0.5295,120.0,0.9999999999999999,follower,RL-PPO
0.6,48,0,1.3308,0.6503,120.0,0.9999999999999999,safety-sentry,DL-CNN (vision)
0.6,49,0,1.3311,0.769,120.0,0.9999999999999999,follower,RL-PPO
0.6,50,0,1.3285,0.9199,120.0,0.9999999999999999,follower,RL-PPO
0.6,51,2,2.5813,0.9187,120.0,0.9999999999999999,follower,RL-PPO
0.6,52,2,2.7315,0.9204,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,53,2,2.8866,0.921,120.0,0.9999999999999999,follower,IL-BC (behavior cloning)
0.6,54,2,3.0369,0.92,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,55,2,3.1921,0.9208,120.0,0.9999999999999999,follower,RL-PPO
0.6,56,2,3.3447,0.9201,120.0,0.9999999999999999,leader,DL-CNN (vision)
0.6,57,2,3.4213,0.5266,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,58,2,3.42,0.6404,120.0,0.9999999999999999,follower,Classical-MPC
0.6,59,2,3.4208,0.7786,120.0,0.9999999999999999,follower,Classical-MPC
0.6,60,2,3.4189,0.8922,120.0,0.9999999999999999,follower,RL-SAC
0.6,61,2,2.6551,0.4989,120.0,0.9999999999999999,safety-sentry,RL-PPO
0.6,62,2,2.8079,0.4986,120.0,0.9999999999999999,follower,Classical-MPC
0.6,63,2,2.9626,0.4986,120.0,0.9999999999999999,leader,Classical-MPC
0.6,64,2,3.1135,0.5002,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,65,2,3.2664,0.5005,120.0,0.9999999999999999,follower,IL-BC (behavior cloning)
0.6,66,2,3.4187,0.4996,120.0,0.9999999999999999,follower,Classical-MPC
0.6,67,2,2.5788,0.2004,120.0,0.9999999999999999,safety-sentry,DL-Transformer (coord)
0.6,68,2,2.5811,0.321,120.0,0.9999999999999999,safety-sentry,Classical-MPC
0.6,69,2,2.5787,0.44,120.0,0.9999999999999999,edge-relay,RL-PPO
0.6,70,2,2.6195,0.0786,120.0,0.9999999999999999,follower,RL-SAC
0.6,71,2,2.7709,0.0804,120.0,0.9999999999999999,edge-relay,RL-SAC
0.6,72,2,2.923,0.0813,120.0,0.9999999999999999,follower,RL-PPO
0.6,73,2,3.0778,0.0807,120.0,0.9999999999999999,follower,Classical-MPC
0.6,74,2,3.2304,0.0802,120.0,0.9999999999999999,follower,RL-PPO
0.6,75,2,3.4187,0.0796,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,76,5,3.8315,0.9211,120.0,0.9999999999999999,follower,RL-PPO
0.6,77,5,3.9841,0.9189,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,78,5,4.1362,0.9189,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,79,5,4.2891,0.9195,120.0,0.9999999999999999,follower,RL-SAC
0.6,80,5,4.4395,0.9193,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,81,5,4.5938,0.9207,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,82,5,3.8292,0.5294,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,83,5,3.8301,0.6396,120.0,0.9999999999999999,follower,IL-BC (behavior cloning)
0.6,84,5,3.8307,0.7799,120.0,0.9999999999999999,follower,RL-PPO
0.6,85,5,3.8297,0.8923,120.0,0.9999999999999999,edge-relay,RL-SAC
0.6,86,5,3.9061,0.5013,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,87,5,4.0602,0.4987,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,88,5,4.2125,0.4999,120.0,0.9999999999999999,follower,RL-SAC
0.6,89,5,4.3643,0.5003,120.0,0.9999999999999999,edge-relay,Classical-MPC
0.6,90,5,4.5163,0.5008,120.0,0.9999999999999999,follower,Classical-MPC
0.6,91,5,4.6686,0.4999,120.0,0.9999999999999999,edge-relay,RL-PPO
0.6,92,5,4.6714,0.1989,120.0,0.9999999999999999,safety-sentry,DL-CNN (vision)
0.6,93,5,4.6708,0.3189,120.0,0.9999999999999999,leader,RL-SAC
0.6,94,5,4.6709,0.4395,120.0,0.9999999999999999,edge-relay,DL-CNN (vision)
0.6,95,5,3.8673,0.0814,120.0,0.9999999999999999,follower,RL-SAC
0.6,96,5,4.021,0.0796,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,97,5,4.1739,0.0797,120.0,0.9999999999999999,edge-relay,Classical-MPC
0.6,98,5,4.327,0.0805,120.0,0.9999999999999999,follower,DL-CNN (vision)
0.6,99,5,4.4793,0.079,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.6,100,5,4.6686,0.0799,120.0,0.9999999999999999,follower,DL-Transformer (coord)
0.64,1,2,0.0813,0.9187,120.0,1.0,leader,RL-PPO
0.64,2,2,0.2315,0.9204,120.0,1.0,follower,DL-CNN (vision)
0.64,3,2,0.3866,0.921,120.0,1.0,follower,Classical-MPC
0.64,4,2,0.5369,0.92,120.0,1.0,follower,DL-CNN (vision)
0.64,5,2,0.6921,0.9208,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.64,6,2,0.8447,0.9201,120.0,1.0,follower,IL-BC (behavior cloning)
0.64,7,2,0.9213,0.5266,120.0,1.0,follower,Classical-MPC
0.64,8,2,0.92,0.6404,120.0,1.0,leader,IL-BC (behavior cloning)
0.64,9,2,0.9208,0.7786,120.0,1.0,follower,RL-PPO
0.64,10,2,0.9189,0.8922,120.0,1.0,follower,DL-CNN (vision)
0.64,11,2,0.1551,0.4989,120.0,1.0,follower,DL-CNN (vision)
0.64,12,2,0.3079,0.4986,120.0,1.0,edge-relay,RL-PPO
0.64,13,2,0.4626,0.4986,120.0,1.0,follower,DL-Transformer (coord)
0.64,14,2,0.6135,0.5002,120.0,1.0,leader,DL-Transformer (coord)
0.64,15,2,0.7664,0.5005,120.0,1.0,follower,Classical-MPC
0.64,16,2,0.9187,0.4996,120.0,1.0,safety-sentry,Classical-MPC
0.64,17,2,0.0788,0.2004,120.0,1.0,follower,RL-PPO
0.64,18,2,0.0811,0.321,120.0,1.0,follower,RL-SAC
0.64,19,2,0.0787,0.44,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.64,20,2,0.1195,0.0786,120.0,1.0,leader,RL-PPO
0.64,21,2,0.2709,0.0804,120.0,1.0,follower,RL-SAC
0.64,22,2,0.423,0.0813,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.64,23,2,0.5778,0.0807,120.0,1.0,follower,RL-PPO
0.64,24,2,0.7304,0.0802,120.0,1.0,follower,IL-BC (behavior cloning)
0.64,25,2,0.9187,0.0796,120.0,1.0,safety-sentry,Classical-MPC
0.64,26,0,1.3309,0.9202,120.0,1.0,follower,RL-PPO
0.64,27,0,1.4976,0.9209,120.0,1.0,follower,DL-Transformer (coord)
0.64,28,0,1.6666,0.919,120.0,1.0,follower,IL-BC (behavior cloning)
0.64,29,0,1.8331,0.9208,120.0,1.0,follower,Classical-MPC
0.64,30,0,2.0029,0.9191,120.0,1.0,follower,RL-SAC
0.64,31,0,2.1691000000000003,0.9204,120.0,1.0,follower,RL-PPO
0.64,32,0,2.1709,0.5888,120.0,1.0,follower,Classical-MPC
0.64,33,0,2.1711,0.7114,120.0,1.0,follower,Classical-MPC
0.64,34,0,2.1691000000000003,0.8608,120.0,1.0,follower,RL-SAC
0.64,35,0,2.1692,0.1118,120.0,1.0,follower,DL-CNN (vision)
0.64,36,0,2.1708,0.2419,120.0,1.0,edge-relay,IL-BC (behavior cloning)
0.64,37,0,2.1711,0.3698,120.0,1.0,follower,Classical-MPC
0.64,38,0,2.1687,0.4997,120.0,1.0,follower,RL-PPO
0.64,39,0,1.4569,0.0788,120.0,1.0,follower,DL-Transformer (coord)
0.64,40,0,1.6251,0.0814,120.0,1.0,follower,Classical-MPC
0.64,41,0,1.7917,0.0788,120.0,1.0,follower,DL-Transformer (coord)
0.64,42,0,2.0029,0.0791,120.0,1.0,follower,RL-PPO
0.64,43,0,2.1691000000000003,0.0804,120.0,1.0,follower,RL-PPO
0.64,44,0,1.3309,0.1757,120.0,1.0,follower,RL-SAC
0.64,45,0,1.3311,0.3076,120.0,1.0,follower,Classical-MPC
0.64,46,0,1.3296999999999999,0.4342,120.0,1.0,follower,RL-PPO
0.64,47,0,1.3292,0.5295,120.0,1.0,follower,RL-PPO
0.64,48,0,1.3308,0.6503,120.0,1.0,safety-sentry,DL-CNN (vision)
0.64,49,0,1.3311,0.769,120.0,1.0,follower,RL-PPO
0.64,50,0,1.3285,0.9199,120.0,1.0,follower,RL-PPO
0.64,51,2,2.5813,0.9187,120.0,1.0,follower,RL-PPO
0.64,52,2,2.7315,0.9204,120.0,1.0,follower,DL-Transformer (coord)
0.64,53,2,2.8866,0.921,120.0,1.0,follower,IL-BC (behavior cloning)
0.64,54,2,3.0369,0.92,120.0,1.0,follower,DL-CNN (vision)
0.64,55,2,3.1921,0.9208,120.0,1.0,follower,RL-PPO
0.64,56,2,3.3447,0.9201,120.0,1.0,leader,DL-CNN (vision)
0.64,57,2,3.4213,0.5266,120.0,1.0,follower,DL-Transformer (coord)
0.64,58,2,3.42,0.6404,120.0,1.0,follower,Classical-MPC
0.64,59,2,3.4208,0.7786,120.0,1.0,follower,Classical-MPC
0.64,60,2,3.4189,0.8922,120.0,1.0,follower,RL-SAC
0.64,61,2,2.6551,0.4989,120.0,1.0,safety-sentry,RL-PPO
0.64,62,2,2.8079,0.4986,120.0,1.0,follower,Classical-MPC
0.64,63,2,2.9626,0.4986,120.0,1.0,leader,Classical-MPC
0.64,64,2,3.1135,0.5002,120.0,1.0,follower,DL-CNN (vision)
0.64,65,2,3.2664,0.5005,120.0,1.0,follower,IL-BC (behavior cloning)
0.64,66,2,3.4187,0.4996,120.0,1.0,follower,Classical-MPC
0.64,67,2,2.5788,0.2004,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.64,68,2,2.5811,0.321,120.0,1.0,safety-sentry,Classical-MPC
0.64,69,2,2.5787,0.44,120.0,1.0,edge-relay,RL-PPO
0.64,70,2,2.6195,0.0786,120.0,1.0,follower,RL-SAC
0.64,71,2,2.7709,0.0804,120.0,1.0,edge-relay,RL-SAC
0.64,72,2,2.923,0.0813,120.0,1.0,follower,RL-PPO
0.64,73,2,3.0778,0.0807,120.0,1.0,follower,Classical-MPC
0.64,74,2,3.2304,0.0802,120.0,1.0,follower,RL-PPO
0.64,75,2,3.4187,0.0796,120.0,1.0,follower,DL-Transformer (coord)
0.64,76,5,3.8315,0.9211,120.0,1.0,follower,RL-PPO
0.64,77,5,3.9841,0.9189,120.0,1.0,follower,DL-CNN (vision)
0.64,78,5,4.1362,0.9189,120.0,1.0,follower,DL-CNN (vision)
0.64,79,5,4.2891,0.9195,120.0,1.0,follower,RL-SAC
0.64,80,5,4.4395,0.9193,120.0,1.0,follower,DL-Transformer (coord)
0.64,81,5,4.5938,0.9207,120.0,1.0,follower,DL-Transformer (coord)
0.64,82,5,3.8292,0.5294,120.0,1.0,follower,DL-CNN (vision)
0.64,83,5,3.8301,0.6396,120.0,1.0,follower,IL-BC (behavior cloning)
0.64,84,5,3.8307,0.7799,120.0,1.0,follower,RL-PPO
0.64,85,5,3.8297,0.8923,120.0,1.0,edge-relay,RL-SAC
0.64,86,5,3.9061,0.5013,120.0,1.0,follower,DL-CNN (vision)
0.64,87,5,4.0602,0.4987,120.0,1.0,follower,DL-CNN (vision)
0.64,88,5,4.2125,0.4999,120.0,1.0,follower,RL-SAC
0.64,89,5,4.3643,0.5003,120.0,1.0,edge-relay,Classical-MPC
0.64,90,5,4.5163,0.5008,120.0,1.0,follower,Classical-MPC
0.64,91,5,4.6686,0.4999,120.0,1.0,edge-relay,RL-PPO
0.64,92,5,4.6714,0.1989,120.0,1.0,safety-sentry,DL-CNN (vision)
0.64,93,5,4.6708,0.3189,120.0,1.0,leader,RL-SAC
0.64,94,5,4.6709,0.4395,120.0,1.0,edge-relay,DL-CNN (vision)
0.64,95,5,3.8673,0.0814,120.0,1.0,follower,RL-SAC
0.64,96,5,4.021,0.0796,120.0,1.0,follower,DL-Transformer (coord)
0.64,97,5,4.1739,0.0797,120.0,1.0,edge-relay,Classical-MPC
0.64,98,5,4.327,0.0805,120.0,1.0,follower,DL-CNN (vision)
0.64,99,5,4.4793,0.079,120.0,1.0,follower,DL-Transformer (coord)
0.64,100,5,4.6686,0.0799,120.0,1.0,follower,DL-Transformer (coord)
0.68,1,2,0.0813,0.9187,120.0,1.0,leader,RL-PPO
0.68,2,2,0.2315,0.9204,120.0,1.0,follower,DL-CNN (vision)
0.68,3,2,0.3866,0.921,120.0,1.0,follower,Classical-MPC
0.68,4,2,0.5369,0.92,120.0,1.0,follower,DL-CNN (vision)
0.68,5,2,0.6921,0.9208,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.68,6,2,0.8447,0.9201,120.0,1.0,follower,IL-BC (behavior cloning)
0.68,7,2,0.9213,0.5266,120.0,1.0,follower,Classical-MPC
0.68,8,2,0.92,0.6404,120.0,1.0,leader,IL-BC (behavior cloning)
0.68,9,2,0.9208,0.7786,120.0,1.0,follower,RL-PPO
0.68,10,2,0.9189,0.8922,120.0,1.0,follower,DL-CNN (vision)
0.68,11,2,0.1551,0.4989,120.0,1.0,follower,DL-CNN (vision)
0.68,12,2,0.3079,0.4986,120.0,1.0,edge-relay,RL-PPO
0.68,13,2,0.4626,0.4986,120.0,1.0,follower,DL-Transformer (coord)
0.68,14,2,0.6135,0.5002,120.0,1.0,leader,DL-Transformer (coord)
0.68,15,2,0.7664,0.5005,120.0,1.0,follower,Classical-MPC
0.68,16,2,0.9187,0.4996,120.0,1.0,safety-sentry,Classical-MPC
0.68,17,2,0.0788,0.2004,120.0,1.0,follower,RL-PPO
0.68,18,2,0.0811,0.321,120.0,1.0,follower,RL-SAC
0.68,19,2,0.0787,0.44,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.68,20,2,0.1195,0.0786,120.0,1.0,leader,RL-PPO
0.68,21,2,0.2709,0.0804,120.0,1.0,follower,RL-SAC
0.68,22,2,0.423,0.0813,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.68,23,2,0.5778,0.0807,120.0,1.0,follower,RL-PPO
0.68,24,2,0.7304,0.0802,120.0,1.0,follower,IL-BC (behavior cloning)
0.68,25,2,0.9187,0.0796,120.0,1.0,safety-sentry,Classical-MPC
0.68,26,0,1.3309,0.9202,120.0,1.0,follower,RL-PPO
0.68,27,0,1.4976,0.9209,120.0,1.0,follower,DL-Transformer (coord)
0.68,28,0,1.6666,0.919,120.0,1.0,follower,IL-BC (behavior cloning)
0.68,29,0,1.8331,0.9208,120.0,1.0,follower,Classical-MPC
0.68,30,0,2.0029,0.9191,120.0,1.0,follower,RL-SAC
0.68,31,0,2.1691000000000003,0.9204,120.0,1.0,follower,RL-PPO
0.68,32,0,2.1709,0.5888,120.0,1.0,follower,Classical-MPC
0.68,33,0,2.1711,0.7114,120.0,1.0,follower,Classical-MPC
0.68,34,0,2.1691000000000003,0.8608,120.0,1.0,follower,RL-SAC
0.68,35,0,2.1692,0.1118,120.0,1.0,follower,DL-CNN (vision)
0.68,36,0,2.1708,0.2419,120.0,1.0,edge-relay,IL-BC (behavior cloning)
0.68,37,0,2.1711,0.3698,120.0,1.0,follower,Classical-MPC
0.68,38,0,2.1687,0.4997,120.0,1.0,follower,RL-PPO
0.68,39,0,1.4569,0.0788,120.0,1.0,follower,DL-Transformer (coord)
0.68,40,0,1.6251,0.0814,120.0,1.0,follower,Classical-MPC
0.68,41,0,1.7917,0.0788,120.0,1.0,follower,DL-Transformer (coord)
0.68,42,0,2.0029,0.0791,120.0,1.0,follower,RL-PPO
0.68,43,0,2.1691000000000003,0.0804,120.0,1.0,follower,RL-PPO
0.68,44,0,1.3309,0.1757,120.0,1.0,follower,RL-SAC
0.68,45,0,1.3311,0.3076,120.0,1.0,follower,Classical-MPC
0.68,46,0,1.3296999999999999,0.4342,120.0,1.0,follower,RL-PPO
0.68,47,0,1.3292,0.5295,120.0,1.0,follower,RL-PPO
0.68,48,0,1.3308,0.6503,120.0,1.0,safety-sentry,DL-CNN (vision)
0.68,49,0,1.3311,0.769,120.0,1.0,follower,RL-PPO
0.68,50,0,1.3285,0.9199,120.0,1.0,follower,RL-PPO
0.68,51,2,2.5813,0.9187,120.0,1.0,follower,RL-PPO
0.68,52,2,2.7315,0.9204,120.0,1.0,follower,DL-Transformer (coord)
0.68,53,2,2.8866,0.921,120.0,1.0,follower,IL-BC (behavior cloning)
0.68,54,2,3.0369,0.92,120.0,1.0,follower,DL-CNN (vision)
0.68,55,2,3.1921,0.9208,120.0,1.0,follower,RL-PPO
0.68,56,2,3.3447,0.9201,120.0,1.0,leader,DL-CNN (vision)
0.68,57,2,3.4213,0.5266,120.0,1.0,follower,DL-Transformer (coord)
0.68,58,2,3.42,0.6404,120.0,1.0,follower,Classical-MPC
0.68,59,2,3.4208,0.7786,120.0,1.0,follower,Classical-MPC
0.68,60,2,3.4189,0.8922,120.0,1.0,follower,RL-SAC
0.68,61,2,2.6551,0.4989,120.0,1.0,safety-sentry,RL-PPO
0.68,62,2,2.8079,0.4986,120.0,1.0,follower,Classical-MPC
0.68,63,2,2.9626,0.4986,120.0,1.0,leader,Classical-MPC
0.68,64,2,3.1135,0.5002,120.0,1.0,follower,DL-CNN (vision)
0.68,65,2,3.2664,0.5005,120.0,1.0,follower,IL-BC (behavior cloning)
0.68,66,2,3.4187,0.4996,120.0,1.0,follower,Classical-MPC
0.68,67,2,2.5788,0.2004,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.68,68,2,2.5811,0.321,120.0,1.0,safety-sentry,Classical-MPC
0.68,69,2,2.5787,0.44,120.0,1.0,edge-relay,RL-PPO
0.68,70,2,2.6195,0.0786,120.0,1.0,follower,RL-SAC
0.68,71,2,2.7709,0.0804,120.0,1.0,edge-relay,RL-SAC
0.68,72,2,2.923,0.0813,120.0,1.0,follower,RL-PPO
0.68,73,2,3.0778,0.0807,120.0,1.0,follower,Classical-MPC
0.68,74,2,3.2304,0.0802,120.0,1.0,follower,RL-PPO
0.68,75,2,3.4187,0.0796,120.0,1.0,follower,DL-Transformer (coord)
0.68,76,5,3.8315,0.9211,120.0,1.0,follower,RL-PPO
0.68,77,5,3.9841,0.9189,120.0,1.0,follower,DL-CNN (vision)
0.68,78,5,4.1362,0.9189,120.0,1.0,follower,DL-CNN (vision)
0.68,79,5,4.2891,0.9195,120.0,1.0,follower,RL-SAC
0.68,80,5,4.4395,0.9193,120.0,1.0,follower,DL-Transformer (coord)
0.68,81,5,4.5938,0.9207,120.0,1.0,follower,DL-Transformer (coord)
0.68,82,5,3.8292,0.5294,120.0,1.0,follower,DL-CNN (vision)
0.68,83,5,3.8301,0.6396,120.0,1.0,follower,IL-BC (behavior cloning)
0.68,84,5,3.8307,0.7799,120.0,1.0,follower,RL-PPO
0.68,85,5,3.8297,0.8923,120.0,1.0,edge-relay,RL-SAC
0.68,86,5,3.9061,0.5013,120.0,1.0,follower,DL-CNN (vision)
0.68,87,5,4.0602,0.4987,120.0,1.0,follower,DL-CNN (vision)
0.68,88,5,4.2125,0.4999,120.0,1.0,follower,RL-SAC
0.68,89,5,4.3643,0.5003,120.0,1.0,edge-relay,Classical-MPC
0.68,90,5,4.5163,0.5008,120.0,1.0,follower,Classical-MPC
0.68,91,5,4.6686,0.4999,120.0,1.0,edge-relay,RL-PPO
0.68,92,5,4.6714,0.1989,120.0,1.0,safety-sentry,DL-CNN (vision)
0.68,93,5,4.6708,0.3189,120.0,1.0,leader,RL-SAC
0.68,94,5,4.6709,0.4395,120.0,1.0,edge-relay,DL-CNN (vision)
0.68,95,5,3.8673,0.0814,120.0,1.0,follower,RL-SAC
0.68,96,5,4.021,0.0796,120.0,1.0,follower,DL-Transformer (coord)
0.68,97,5,4.1739,0.0797,120.0,1.0,edge-relay,Classical-MPC
0.68,98,5,4.327,0.0805,120.0,1.0,follower,DL-CNN (vision)
0.68,99,5,4.4793,0.079,120.0,1.0,follower,DL-Transformer (coord)
0.68,100,5,4.6686,0.0799,120.0,1.0,follower,DL-Transformer (coord)
0.7200000000000001,1,2,0.0813,0.9187,120.0,1.0,leader,RL-PPO
0.7200000000000001,2,2,0.2315,0.9204,120.0,1.0,follower,DL-CNN (vision)
0.7200000000000001,3,2,0.3866,0.921,120.0,1.0,follower,Classical-MPC
0.7200000000000001,4,2,0.5369,0.92,120.0,1.0,follower,DL-CNN (vision)
0.7200000000000001,5,2,0.6921,0.9208,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.7200000000000001,6,2,0.8447,0.9201,120.0,1.0,follower,IL-BC (behavior cloning)
0.7200000000000001,7,2,0.9213,0.5266,120.0,1.0,follower,Classical-MPC
0.7200000000000001,8,2,0.92,0.6404,120.0,1.0,leader,IL-BC (behavior cloning)
0.7200000000000001,9,2,0.9208,0.7786,120.0,1.0,follower,RL-PPO
0.7200000000000001,10,2,0.9189,0.8922,120.0,1.0,follower,DL-CNN (vision)
0.7200000000000001,11,2,0.1551,0.4989,120.0,1.0,follower,DL-CNN (vision)
0.7200000000000001,12,2,0.3079,0.4986,120.0,1.0,edge-relay,RL-PPO
0.7200000000000001,13,2,0.4626,0.4986,120.0,1.0,follower,DL-Transformer (coord)
0.7200000000000001,14,2,0.6135,0.5002,120.0,1.0,leader,DL-Transformer (coord)
0.7200000000000001,15,2,0.7664,0.5005,120.0,1.0,follower,Classical-MPC
0.7200000000000001,16,2,0.9187,0.4996,120.0,1.0,safety-sentry,Classical-MPC
0.7200000000000001,17,2,0.0788,0.2004,120.0,1.0,follower,RL-PPO
0.7200000000000001,18,2,0.0811,0.321,120.0,1.0,follower,RL-SAC
0.7200000000000001,19,2,0.0787,0.44,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.7200000000000001,20,2,0.1195,0.0786,120.0,1.0,leader,RL-PPO
0.7200000000000001,21,2,0.2709,0.0804,120.0,1.0,follower,RL-SAC
0.7200000000000001,22,2,0.423,0.0813,120.0,1.0,safety-sentry,DL-Transformer (coord)
0.7200000000000001,23,2,0.5778,0.0807,120.0,1.0,follower,RL-PPO
0.7200000000000001,24,2,0.7304,0.0802,120.0,1.0,follower,IL-BC (behavior cloning)
0.7200000000000001,25,2,0.9187,0.0796,120.0,1.0,safety-sentry,Classical-MPC
0.7200000000000001,26,0,1.3309,0.9202,120.0,1.0,follower,RL-PPO
0.7200000000000001,27,0,1.4976,0.9209,120.0,1.0,follower,DL-Transformer (coord)
0.7200000000000001,28,0,1.6666,0.919,120.0,1.0,follower,IL-BC (behavior cloning)
