t,agent_id,digit,x,y,z,brightness,role,model
2.320000000000001,67,5,0.9210947368421054,0.21225526315789475,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.320000000000001,68,5,0.9201,0.2273105263157895,120.0,1.0,safety-sentry,Classical-MPC
2.320000000000001,69,5,0.9210236842105264,0.23923947368421053,120.0,1.0,edge-relay,RL-PPO
2.320000000000001,70,5,0.9199447368421053,0.25413157894736843,120.0,1.0,follower,RL-SAC
2.320000000000001,71,5,0.9202657894736842,0.2679973684210526,120.0,1.0,edge-relay,RL-SAC
2.320000000000001,72,5,0.9195368421052632,0.28040526315789477,120.0,1.0,follower,RL-PPO
2.320000000000001,73,5,0.9210052631578948,0.2951131578947368,120.0,1.0,follower,Classical-MPC
2.320000000000001,74,5,0.9209026315789475,0.3075078947368421,120.0,1.0,follower,RL-PPO
2.320000000000001,75,5,0.9199842105263158,0.32189736842105265,120.0,1.0,follower,DL-Transformer (coord)
2.320000000000001,76,5,0.9210052631578948,0.33557368421052636,120.0,1.0,follower,RL-PPO
2.320000000000001,77,5,0.9200052631578948,0.35018684210526313,120.0,1.0,follower,DL-CNN (vision)
2.320000000000001,78,5,0.7210263157894737,0.25685526315789475,120.0,1.0,follower,DL-CNN (vision)
2.320000000000001,79,5,0.7295815789473684,0.26341315789473685,120.0,1.0,follower,RL-SAC
2.320000000000001,80,5,0.739992105263158,0.2694947368421053,120.0,1.0,follower,DL-Transformer (coord)
2.320000000000001,81,5,0.7482105263157895,0.2771342105263158,120.0,1.0,follower,DL-Transformer (coord)
2.320000000000001,82,5,0.7580842105263158,0.2834263157894737,120.0,1.0,follower,DL-CNN (vision)
2.320000000000001,83,5,0.7655263157894738,0.28962105263157895,120.0,1.0,follower,IL-BC (behavior cloning)
2.320000000000001,84,5,0.7755736842105263,0.2952842105263158,120.0,1.0,follower,RL-PPO
2.320000000000001,85,5,0.7830842105263158,0.301621052631579,120.0,1.0,edge-relay,RL-SAC
2.320000000000001,86,5,0.7925815789473684,0.30937368421052636,120.0,1.0,follower,DL-CNN (vision)
2.320000000000001,87,5,0.803342105263158,0.3155157894736842,120.0,1.0,follower,DL-CNN (vision)
2.320000000000001,88,5,0.8109578947368421,0.32098157894736845,120.0,1.0,follower,RL-SAC
2.320000000000001,89,5,0.8205894736842105,0.32749210526315786,120.0,1.0,edge-relay,Classical-MPC
2.320000000000001,90,5,0.8299394736842106,0.334471052631579,120.0,1.0,follower,Classical-MPC
2.320000000000001,91,5,0.8383052631578948,0.3415763157894737,120.0,1.0,edge-relay,RL-PPO
2.320000000000001,92,5,0.8485894736842106,0.3475578947368421,120.0,1.0,safety-sentry,DL-CNN (vision)
2.320000000000001,93,5,0.8553868421052632,0.3558657894736842,120.0,1.0,leader,RL-SAC
2.320000000000001,94,5,0.8650263157894738,0.36197368421052634,120.0,1.0,edge-relay,DL-CNN (vision)
2.320000000000001,95,5,0.8739184210526315,0.36724473684210523,120.0,1.0,follower,RL-SAC
2.320000000000001,96,5,0.8841315789473684,0.37476842105263164,120.0,1.0,follower,DL-Transformer (coord)
2.320000000000001,97,5,0.8922473684210527,0.3802473684210526,120.0,1.0,edge-relay,Classical-MPC
2.320000000000001,98,5,0.9021815789473684,0.3886342105263158,120.0,1.0,follower,DL-CNN (vision)
2.320000000000001,99,5,0.9115789473684212,0.39412368421052635,120.0,1.0,follower,DL-Transformer (coord)
2.320000000000001,100,5,0.9186763157894736,0.4005026315789474,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,1,5,0.6991947368421053,0.6117,120.0,1.0,leader,RL-PPO
2.360000000000001,2,5,0.7088368421052632,0.6179684210526316,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,3,5,0.7186789473684212,0.6236894736842105,120.0,1.0,follower,Classical-MPC
2.360000000000001,4,5,0.7285736842105264,0.6289368421052631,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,5,5,0.7396473684210527,0.6358789473684211,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.360000000000001,6,5,0.750021052631579,0.6414421052631579,120.0,1.0,follower,IL-BC (behavior cloning)
2.360000000000001,7,5,0.7599684210526316,0.6485736842105263,120.0,1.0,follower,Classical-MPC
2.360000000000001,8,5,0.7697842105263158,0.6541473684210527,120.0,1.0,leader,IL-BC (behavior cloning)
2.360000000000001,9,5,0.7804842105263159,0.6599,120.0,1.0,follower,RL-PPO
2.360000000000001,10,5,0.7893,0.6682157894736842,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,11,5,0.7996789473684212,0.6732052631578948,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,12,5,0.8092894736842106,0.6799368421052632,120.0,1.0,edge-relay,RL-PPO
2.360000000000001,13,5,0.8200578947368422,0.6861421052631579,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,14,5,0.830621052631579,0.692521052631579,120.0,1.0,leader,DL-Transformer (coord)
2.360000000000001,15,5,0.8391842105263159,0.6999105263157894,120.0,1.0,follower,Classical-MPC
2.360000000000001,16,5,0.8503526315789475,0.7054473684210526,120.0,1.0,safety-sentry,Classical-MPC
2.360000000000001,17,5,0.8600789473684212,0.7108473684210526,120.0,1.0,follower,RL-PPO
2.360000000000001,18,5,0.8698894736842107,0.7182842105263157,120.0,1.0,follower,RL-SAC
2.360000000000001,19,5,0.8802894736842106,0.7236210526315789,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.360000000000001,20,5,0.8900631578947369,0.7303157894736843,120.0,1.0,leader,RL-PPO
2.360000000000001,21,5,0.900021052631579,0.7375947368421053,120.0,1.0,follower,RL-SAC
2.360000000000001,22,5,0.9091947368421053,0.7426105263157895,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.360000000000001,23,5,0.920442105263158,0.7496157894736842,120.0,1.0,follower,RL-PPO
2.360000000000001,24,5,0.7003736842105264,0.6444894736842106,120.0,1.0,follower,IL-BC (behavior cloning)
2.360000000000001,25,5,0.6985157894736842,0.6590842105263158,120.0,1.0,safety-sentry,Classical-MPC
2.360000000000001,26,5,0.6996789473684212,0.6725421052631579,120.0,1.0,follower,RL-PPO
2.360000000000001,27,5,0.6988105263157895,0.6867052631578947,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,28,5,0.6989473684210527,0.6996894736842106,120.0,1.0,follower,IL-BC (behavior cloning)
2.360000000000001,29,5,0.6986789473684212,0.7135052631578948,120.0,1.0,follower,Classical-MPC
2.360000000000001,30,5,0.7001210526315791,0.7265315789473684,120.0,1.0,follower,RL-SAC
2.360000000000001,31,5,0.6988526315789474,0.7420526315789474,120.0,1.0,follower,RL-PPO
2.360000000000001,32,5,0.6996736842105263,0.755321052631579,120.0,1.0,follower,Classical-MPC
2.360000000000001,33,5,0.6982894736842106,0.768721052631579,120.0,1.0,follower,Classical-MPC
2.360000000000001,34,5,0.6991315789473684,0.7818157894736842,120.0,1.0,follower,RL-SAC
2.360000000000001,35,5,0.6978052631578947,0.7950315789473684,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,36,5,0.6982263157894737,0.8100052631578948,120.0,1.0,edge-relay,IL-BC (behavior cloning)
2.360000000000001,37,5,0.6999421052631579,0.8233842105263158,120.0,1.0,follower,Classical-MPC
2.360000000000001,38,5,0.6982052631578949,0.8359315789473685,120.0,1.0,follower,RL-PPO
2.360000000000001,39,5,0.698878947368421,0.849721052631579,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,40,5,0.6994894736842107,0.7461,120.0,1.0,follower,Classical-MPC
2.360000000000001,41,5,0.708321052631579,0.7528105263157895,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,42,5,0.7199315789473686,0.7586052631578948,120.0,1.0,follower,RL-PPO
2.360000000000001,43,5,0.7278368421052631,0.7659894736842106,120.0,1.0,follower,RL-PPO
2.360000000000001,44,5,0.7391315789473685,0.772121052631579,120.0,1.0,follower,RL-SAC
2.360000000000001,45,5,0.7483263157894737,0.777463157894737,120.0,1.0,follower,Classical-MPC
2.360000000000001,46,5,0.7600421052631579,0.7840789473684211,120.0,1.0,follower,RL-PPO
2.360000000000001,47,5,0.7683842105263159,0.7901684210526316,120.0,1.0,follower,RL-PPO
2.360000000000001,48,5,0.7797473684210526,0.7975421052631579,120.0,1.0,safety-sentry,DL-CNN (vision)
2.360000000000001,49,5,0.7902578947368422,0.8029842105263159,120.0,1.0,follower,RL-PPO
2.360000000000001,50,5,0.7986473684210527,0.8094473684210527,120.0,1.0,follower,RL-PPO
2.360000000000001,51,5,0.8091421052631579,0.19141052631578948,120.0,1.0,follower,RL-PPO
2.360000000000001,52,5,0.8198368421052633,0.19746842105263157,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,53,5,0.829442105263158,0.20347894736842104,120.0,1.0,follower,IL-BC (behavior cloning)
2.360000000000001,54,5,0.8392578947368422,0.2091736842105263,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,55,5,0.849542105263158,0.21640526315789477,120.0,1.0,follower,RL-PPO
2.360000000000001,56,5,0.8601526315789474,0.22136315789473685,120.0,1.0,leader,DL-CNN (vision)
2.360000000000001,57,5,0.8702578947368422,0.22865263157894736,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,58,5,0.8803631578947368,0.2343578947368421,120.0,1.0,follower,Classical-MPC
2.360000000000001,59,5,0.8908000000000001,0.23987368421052632,120.0,1.0,follower,Classical-MPC
2.360000000000001,60,5,0.8998,0.24847894736842108,120.0,1.0,follower,RL-SAC
2.360000000000001,61,5,0.9097842105263159,0.2534947368421053,120.0,1.0,safety-sentry,RL-PPO
2.360000000000001,62,5,0.9196315789473685,0.2599105263157895,120.0,1.0,follower,Classical-MPC
2.360000000000001,63,5,0.9206894736842106,0.15603684210526314,120.0,1.0,leader,Classical-MPC
2.360000000000001,64,5,0.9206736842105264,0.17012631578947368,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,65,5,0.9195526315789474,0.18543684210526318,120.0,1.0,follower,IL-BC (behavior cloning)
2.360000000000001,66,5,0.9207473684210528,0.19821052631578948,120.0,1.0,follower,Classical-MPC
2.360000000000001,67,5,0.9211052631578948,0.21179473684210529,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.360000000000001,68,5,0.9201000000000001,0.22738947368421053,120.0,1.0,safety-sentry,Classical-MPC
2.360000000000001,69,5,0.9210263157894737,0.23991052631578946,120.0,1.0,edge-relay,RL-PPO
2.360000000000001,70,5,0.9199052631578948,0.2553684210526316,120.0,1.0,follower,RL-SAC
2.360000000000001,71,5,0.9202842105263158,0.26975263157894735,120.0,1.0,edge-relay,RL-SAC
2.360000000000001,72,5,0.9195631578947369,0.2827947368421053,120.0,1.0,follower,RL-PPO
2.360000000000001,73,5,0.9209947368421053,0.29803684210526316,120.0,1.0,follower,Classical-MPC
2.360000000000001,74,5,0.9208473684210526,0.3110421052631579,120.0,1.0,follower,RL-PPO
2.360000000000001,75,5,0.9200157894736842,0.3259526315789474,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,76,5,0.9209947368421053,0.3402263157894737,120.0,1.0,follower,RL-PPO
2.360000000000001,77,5,0.9199947368421053,0.3553631578947368,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,78,5,0.6989736842105264,0.2507947368421053,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,79,5,0.7084684210526316,0.25713684210526316,120.0,1.0,follower,RL-SAC
2.360000000000001,80,5,0.7198578947368421,0.2630052631578948,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,81,5,0.7290894736842105,0.27031578947368423,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,82,5,0.7400157894736842,0.2763736842105263,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,83,5,0.7484736842105264,0.28237894736842106,120.0,1.0,follower,IL-BC (behavior cloning)
2.360000000000001,84,5,0.7595263157894737,0.2878157894736842,120.0,1.0,follower,RL-PPO
2.360000000000001,85,5,0.7680157894736842,0.2939789473684211,120.0,1.0,edge-relay,RL-SAC
2.360000000000001,86,5,0.7785684210526316,0.3014263157894737,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,87,5,0.7902578947368422,0.3073842105263158,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,88,5,0.798942105263158,0.3126684210526316,120.0,1.0,follower,RL-SAC
2.360000000000001,89,5,0.8095105263157895,0.31895789473684216,120.0,1.0,edge-relay,Classical-MPC
2.360000000000001,90,5,0.8199105263157895,0.3256789473684211,120.0,1.0,follower,Classical-MPC
2.360000000000001,91,5,0.8292947368421053,0.33257368421052635,120.0,1.0,edge-relay,RL-PPO
2.360000000000001,92,5,0.8405105263157896,0.3383421052631579,120.0,1.0,safety-sentry,DL-CNN (vision)
2.360000000000001,93,5,0.8483631578947368,0.3463842105263158,120.0,1.0,leader,RL-SAC
2.360000000000001,94,5,0.8589736842105264,0.3522263157894737,120.0,1.0,edge-relay,DL-CNN (vision)
2.360000000000001,95,5,0.8689315789473684,0.35730526315789474,120.0,1.0,follower,RL-SAC
2.360000000000001,96,5,0.8800684210526315,0.3646315789473685,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,97,5,0.8892526315789475,0.36985263157894743,120.0,1.0,edge-relay,Classical-MPC
2.360000000000001,98,5,0.9001684210526316,0.37801578947368425,120.0,1.0,follower,DL-CNN (vision)
2.360000000000001,99,5,0.910521052631579,0.38332631578947374,120.0,1.0,follower,DL-Transformer (coord)
2.360000000000001,100,5,0.9186736842105263,0.38944736842105265,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,1,5,0.6771342105263157,0.6227499999999999,120.0,1.0,leader,RL-PPO
2.4000000000000012,2,5,0.6877105263157895,0.6288052631578949,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,3,5,0.6985868421052631,0.6343184210526316,120.0,1.0,follower,Classical-MPC
2.4000000000000012,4,5,0.709471052631579,0.6393105263157894,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,5,5,0.7215921052631579,0.6459868421052632,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.4000000000000012,6,5,0.7329131578947368,0.6513763157894736,120.0,1.0,follower,IL-BC (behavior cloning)
2.4000000000000012,7,5,0.7439052631578947,0.6582210526315789,120.0,1.0,follower,Classical-MPC
2.4000000000000012,8,5,0.7546526315789474,0.6636421052631579,120.0,1.0,leader,IL-BC (behavior cloning)
2.4000000000000012,9,5,0.7664026315789474,0.66915,120.0,1.0,follower,RL-PPO
2.4000000000000012,10,5,0.7762499999999999,0.6771973684210526,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,11,5,0.7876368421052632,0.6820157894736842,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,12,5,0.7982184210526315,0.6885105263157895,120.0,1.0,edge-relay,RL-PPO
2.4000000000000012,13,5,0.8100236842105263,0.6944763157894738,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,14,5,0.8215631578947369,0.7006631578947369,120.0,1.0,leader,DL-Transformer (coord)
2.4000000000000012,15,5,0.8311526315789474,0.7077815789473685,120.0,1.0,follower,Classical-MPC
2.4000000000000012,16,5,0.8432578947368421,0.7131421052631579,120.0,1.0,safety-sentry,Classical-MPC
2.4000000000000012,17,5,0.8539868421052632,0.7182921052631579,120.0,1.0,follower,RL-PPO
2.4000000000000012,18,5,0.8648684210526316,0.7254526315789473,120.0,1.0,follower,RL-SAC
2.4000000000000012,19,5,0.8762184210526316,0.7306631578947369,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.4000000000000012,20,5,0.8870394736842105,0.7370473684210526,120.0,1.0,leader,RL-PPO
2.4000000000000012,21,5,0.8980131578947369,0.7441342105263158,120.0,1.0,follower,RL-SAC
2.4000000000000012,22,5,0.9081842105263158,0.7489815789473684,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.4000000000000012,23,5,0.9203763157894737,0.7556973684210526,120.0,1.0,follower,RL-PPO
2.4000000000000012,24,5,0.6782710526315789,0.6393684210526316,120.0,1.0,follower,IL-BC (behavior cloning)
2.4000000000000012,25,5,0.6763973684210526,0.6544526315789474,120.0,1.0,safety-sentry,Classical-MPC
2.4000000000000012,26,5,0.6775368421052631,0.6684263157894738,120.0,1.0,follower,RL-PPO
2.4000000000000012,27,5,0.6766815789473685,0.6830157894736841,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,28,5,0.6768921052631579,0.6965184210526316,120.0,1.0,follower,IL-BC (behavior cloning)
2.4000000000000012,29,5,0.6765868421052631,0.7108657894736842,120.0,1.0,follower,Classical-MPC
2.4000000000000012,30,5,0.6780131578947369,0.7243947368421053,120.0,1.0,follower,RL-SAC
2.4000000000000012,31,5,0.6767078947368421,0.740407894736842,120.0,1.0,follower,RL-PPO
2.4000000000000012,32,5,0.6775710526315789,0.7541631578947369,120.0,1.0,follower,Classical-MPC
2.4000000000000012,33,5,0.6762184210526316,0.7681131578947369,120.0,1.0,follower,Classical-MPC
2.4000000000000012,34,5,0.6770447368421052,0.7817473684210526,120.0,1.0,follower,RL-SAC
2.4000000000000012,35,5,0.6757157894736842,0.7954947368421053,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,36,5,0.676178947368421,0.8109157894736841,120.0,1.0,edge-relay,IL-BC (behavior cloning)
2.4000000000000012,37,5,0.6778263157894736,0.8248526315789473,120.0,1.0,follower,Classical-MPC
2.4000000000000012,38,5,0.6761157894736842,0.8379447368421052,120.0,1.0,follower,RL-PPO
2.4000000000000012,39,5,0.6767368421052632,0.8522631578947368,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,40,5,0.6774184210526316,0.73735,120.0,1.0,follower,Classical-MPC
2.4000000000000012,41,5,0.6872131578947368,0.7438315789473684,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,42,5,0.6997947368421052,0.7494157894736841,120.0,1.0,follower,RL-PPO
2.4000000000000012,43,5,0.7087605263157895,0.7564684210526316,120.0,1.0,follower,RL-PPO
2.4000000000000012,44,5,0.7210947368421052,0.7623631578947369,120.0,1.0,follower,RL-SAC
2.4000000000000012,45,5,0.731278947368421,0.7675394736842106,120.0,1.0,follower,Classical-MPC
2.4000000000000012,46,5,0.7439763157894737,0.7738868421052632,120.0,1.0,follower,RL-PPO
2.4000000000000012,47,5,0.7533026315789474,0.7798052631578948,120.0,1.0,follower,RL-PPO
2.4000000000000012,48,5,0.7656921052631579,0.7868763157894737,120.0,1.0,safety-sentry,DL-CNN (vision)
2.4000000000000012,49,5,0.7771736842105262,0.7921526315789473,120.0,1.0,follower,RL-PPO
2.4000000000000012,50,5,0.7866421052631578,0.7983921052631578,120.0,1.0,follower,RL-PPO
2.4000000000000012,51,5,0.7980763157894736,0.2024315789473684,120.0,1.0,follower,RL-PPO
2.4000000000000012,52,5,0.8098105263157895,0.20825526315789475,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,53,5,0.8204263157894737,0.21408684210526316,120.0,1.0,follower,IL-BC (behavior cloning)
2.4000000000000012,54,5,0.8312236842105263,0.21957105263157894,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,55,5,0.8424763157894737,0.22656578947368422,120.0,1.0,follower,RL-PPO
2.4000000000000012,56,5,0.854057894736842,0.23128947368421054,120.0,1.0,leader,DL-CNN (vision)
2.4000000000000012,57,5,0.8652236842105263,0.2383078947368421,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,58,5,0.8762894736842105,0.2438736842105263,120.0,1.0,follower,Classical-MPC
2.4000000000000012,59,5,0.88775,0.24912105263157897,120.0,1.0,follower,Classical-MPC
2.4000000000000012,60,5,0.8977999999999999,0.2574868421052632,120.0,1.0,follower,RL-SAC
2.4000000000000012,61,5,0.9087526315789474,0.2623342105263158,120.0,1.0,safety-sentry,RL-PPO
2.4000000000000012,62,5,0.9195947368421052,0.26848157894736846,120.0,1.0,follower,Classical-MPC
2.4000000000000012,63,5,0.9207184210526316,0.15336052631578945,120.0,1.0,leader,Classical-MPC
2.4000000000000012,64,5,0.920621052631579,0.16802894736842106,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,65,5,0.9195578947368421,0.18386052631578947,120.0,1.0,follower,IL-BC (behavior cloning)
2.4000000000000012,66,5,0.9206921052631579,0.1971815789473684,120.0,1.0,follower,Classical-MPC
2.4000000000000012,67,5,0.9211157894736842,0.2113342105263158,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.4000000000000012,68,5,0.9201000000000001,0.2274684210526316,120.0,1.0,safety-sentry,Classical-MPC
2.4000000000000012,69,5,0.921028947368421,0.24058157894736842,120.0,1.0,edge-relay,RL-PPO
2.4000000000000012,70,5,0.9198657894736841,0.2566052631578947,120.0,1.0,follower,RL-SAC
2.4000000000000012,71,5,0.9203026315789474,0.2715078947368421,120.0,1.0,edge-relay,RL-SAC
2.4000000000000012,72,5,0.9195894736842105,0.2851842105263158,120.0,1.0,follower,RL-PPO
2.4000000000000012,73,5,0.9209842105263157,0.30096052631578946,120.0,1.0,follower,Classical-MPC
2.4000000000000012,74,5,0.9207921052631578,0.31457631578947365,120.0,1.0,follower,RL-PPO
2.4000000000000012,75,5,0.9200473684210526,0.3300078947368421,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,76,5,0.9209842105263157,0.34487894736842106,120.0,1.0,follower,RL-PPO
2.4000000000000012,77,5,0.9199842105263158,0.36053947368421047,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,78,5,0.676921052631579,0.24473421052631578,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,79,5,0.6873552631578947,0.2508605263157895,120.0,1.0,follower,RL-SAC
2.4000000000000012,80,5,0.6997236842105263,0.2565157894736842,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,81,5,0.7099684210526316,0.26349736842105265,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,82,5,0.7219473684210526,0.26932105263157896,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,83,5,0.731421052631579,0.2751368421052632,120.0,1.0,follower,IL-BC (behavior cloning)
2.4000000000000012,84,5,0.743478947368421,0.2803473684210526,120.0,1.0,follower,RL-PPO
2.4000000000000012,85,5,0.7529473684210526,0.28633684210526317,120.0,1.0,edge-relay,RL-SAC
2.4000000000000012,86,5,0.7645552631578947,0.29347894736842106,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,87,5,0.7771736842105262,0.2992526315789473,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,88,5,0.7869263157894737,0.30435526315789474,120.0,1.0,follower,RL-SAC
2.4000000000000012,89,5,0.7984315789473684,0.3104236842105263,120.0,1.0,edge-relay,Classical-MPC
2.4000000000000012,90,5,0.8098815789473685,0.3168868421052632,120.0,1.0,follower,Classical-MPC
2.4000000000000012,91,5,0.8202842105263157,0.3235710526315789,120.0,1.0,edge-relay,RL-PPO
2.4000000000000012,92,5,0.8324315789473684,0.32912631578947366,120.0,1.0,safety-sentry,DL-CNN (vision)
2.4000000000000012,93,5,0.8413394736842105,0.33690263157894734,120.0,1.0,leader,RL-SAC
2.4000000000000012,94,5,0.8529210526315789,0.34247894736842105,120.0,1.0,edge-relay,DL-CNN (vision)
2.4000000000000012,95,5,0.8639447368421053,0.34736578947368424,120.0,1.0,follower,RL-SAC
2.4000000000000012,96,5,0.8760052631578947,0.35449473684210525,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,97,5,0.8862578947368421,0.3594578947368421,120.0,1.0,edge-relay,Classical-MPC
2.4000000000000012,98,5,0.8981552631578947,0.36739736842105264,120.0,1.0,follower,DL-CNN (vision)
2.4000000000000012,99,5,0.9094631578947368,0.372528947368421,120.0,1.0,follower,DL-Transformer (coord)
2.4000000000000012,100,5,0.9186710526315789,0.3783921052631579,120.0,1.0,follower,DL-Transformer (coord)
2.4400000000000013,1,5,0.6550736842105264,0.6337999999999999,120.0,1.0,leader,RL-PPO
2.4400000000000013,2,5,0.6665842105263158,0.6396421052631579,120.0,1.0,follower,DL-CNN (vision)
2.4400000000000013,3,5,0.6784947368421053,0.6449473684210526,120.0,1.0,follower,Classical-MPC
2.4400000000000013,4,5,0.6903684210526315,0.6496842105263158,120.0,1.0,follower,DL-CNN (vision)
2.4400000000000013,5,5,0.7035368421052632,0.6560947368421053,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.4400000000000013,6,5,0.7158052631578948,0.6613105263157895,120.0,1.0,follower,IL-BC (behavior cloning)
2.4400000000000013,7,5,0.727842105263158,0.6678684210526316,120.0,1.0,follower,Classical-MPC
2.4400000000000013,8,5,0.739521052631579,0.6731368421052633,120.0,1.0,leader,IL-BC (behavior cloning)
2.4400000000000013,9,5,0.7523210526315789,0.6784,120.0,1.0,follower,RL-PPO
2.4400000000000013,10,5,0.7632,0.686178947368421,120.0,1.0,follower,DL-CNN (vision)
2.4400000000000013,11,5,0.7755947368421052,0.6908263157894736,120.0,1.0,follower,DL-CNN (vision)
2.4400000000000013,12,5,0.7871473684210527,0.6970842105263158,120.0,1.0,edge-relay,RL-PPO
2.4400000000000013,13,5,0.7999894736842105,0.7028105263157894,120.0,1.0,follower,DL-Transformer (coord)
2.4400000000000013,14,5,0.8125052631578947,0.7088052631578947,120.0,1.0,leader,DL-Transformer (coord)
2.4400000000000013,15,5,0.8231210526315789,0.7156526315789473,120.0,1.0,follower,Classical-MPC
2.4400000000000013,16,5,0.8361631578947368,0.7208368421052631,120.0,1.0,safety-sentry,Classical-MPC
2.4400000000000013,17,5,0.8478947368421053,0.7257368421052631,120.0,1.0,follower,RL-PPO
2.4400000000000013,18,5,0.8598473684210526,0.732621052631579,120.0,1.0,follower,RL-SAC
2.4400000000000013,19,5,0.8721473684210527,0.7377052631578946,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.4400000000000013,20,5,0.8840157894736842,0.7437789473684211,120.0,1.0,leader,RL-PPO
2.4400000000000013,21,5,0.8960052631578947,0.7506736842105263,120.0,1.0,follower,RL-SAC
2.4400000000000013,22,5,0.9071736842105262,0.7553526315789474,120.0,1.0,safety-sentry,DL-Transformer (coord)
2.4400000000000013,23,5,0.9203105263157896,0.7617789473684211,120.0,1.0,follower,RL-PPO
2.4400000000000013,24,5,0.6561684210526316,0.6342473684210527,120.0,1.0,follower,IL-BC (behavior cloning)
2.4400000000000013,25,5,0.6542789473684211,0.649821052631579,120.0,1.0,safety-sentry,Classical-MPC
2.4400000000000013,26,5,0.6553947368421054,0.6643105263157895,120.0,1.0,follower,RL-PPO
2.4400000000000013,27,5,0.6545526315789474,0.6793263157894738,120.0,1.0,follower,DL-Transformer (coord)
2.4400000000000013,28,5,0.6548368421052632,0.6933473684210527,120.0,1.0,follower,IL-BC (behavior cloning)
2.4400000000000013,29,5,0.6544947368421052,0.7082263157894737,120.0,1.0,follower,Classical-MPC
2.4400000000000013,30,5,0.6559052631578948,0.7222578947368421,120.0,1.0,follower,RL-SAC
2.4400000000000013,31,5,0.6545631578947368,0.7387631578947368,120.0,1.0,follower,RL-PPO
2.4400000000000013,32,5,0.6554684210526315,0.7530052631578947,120.0,1.0,follower,Classical-MPC
2.4400000000000013,33,5,0.6541473684210527,0.7675052631578948,120.0,1.0,follower,Classical-MPC
2.4400000000000013,34,5,0.6549578947368422,0.781678947368421,120.0,1.0,follower,RL-SAC
2.4400000000000013,35,5,0.6536263157894736,0.7959578947368422,120.0,1.0,follower,DL-CNN (vision)
2.4400000000000013,36,5,0.6541315789473684,0.8118263157894736,120.0,1.0,edge-relay,IL-BC (behavior cloning)
2.4400000000000013,37,5,0.6557105263157895,0.826321052631579,120.0,1.0,follower,Classical-MPC
2.4400000000000013,38,5,0.6540263157894738,0.839957894736842,120.0,1.0,follower,RL-PPO
